DateTime,Accelerometer x,y,z,Temperature,Lux,Humidity,Proximity,Pressure,Altitude,Roll,Pitch 
2018-10-18 3:2:49.500,1.25,0.29,-9.28,21.63,17.00,43.66,0.82,102807.97,-133.48,178.24,-7.64
2018-10-18 3:2:50.000,0.90,0.17,-9.44,21.63,17.00,43.65,0.82,102810.73,-133.73,178.97,-5.45
2018-10-18 3:2:50.500,1.09,0.07,-9.22,21.63,17.00,43.66,0.82,102816.24,-134.22,179.60,-6.76
2018-10-18 3:2:51.000,0.76,-0.06,-9.11,21.63,19.00,43.67,0.82,102817.07,-134.30,-179.65,-4.75
2018-10-18 3:2:51.500,0.32,0.01,-9.52,21.63,17.00,43.66,0.82,102818.99,-134.47,179.96,-1.90
2018-10-18 3:2:52.000,0.06,-0.04,-9.19,21.63,19.00,43.66,0.82,102818.99,-134.47,-179.77,-0.36
2018-10-18 3:2:52.500,-0.36,0.14,-8.79,21.63,19.00,43.66,0.82,102833.61,-135.79,179.08,2.37
2018-10-18 3:2:53.000,-0.07,0.05,-9.13,21.64,17.00,43.66,0.82,102837.16,-136.11,179.71,0.42
2018-10-18 3:2:53.500,0.50,0.01,-9.55,21.63,17.00,43.66,0.82,102832.77,-135.71,179.96,-2.99
2018-10-18 3:2:54.000,0.80,0.27,-9.46,21.63,17.00,43.68,0.82,102838.28,-136.21,178.39,-4.80
2018-10-18 3:2:54.500,0.97,-0.01,-9.49,21.63,19.00,43.66,0.82,102846.55,-136.95,-179.96,-5.82
2018-10-18 3:2:55.000,0.73,0.32,-10.01,21.63,19.00,43.67,0.82,102854.81,-137.69,178.20,-4.16
2018-10-18 3:2:55.500,0.57,0.08,-9.25,21.63,17.00,43.67,0.82,102844.63,-136.78,179.54,-3.55
2018-10-18 3:2:56.000,0.63,0.07,-9.82,21.64,17.00,43.66,0.82,102845.42,-136.85,179.62,-3.68
2018-10-18 3:2:56.500,0.48,0.20,-9.23,21.63,19.00,43.66,0.82,102841.88,-136.53,178.77,-2.97
2018-10-18 3:2:57.000,0.50,0.10,-9.35,21.63,17.00,43.65,0.82,102843.80,-136.70,179.43,-3.05
2018-10-18 3:2:57.500,0.81,-0.01,-9.13,21.63,17.00,43.67,0.82,102835.53,-135.96,-179.95,-5.10
2018-10-18 3:2:58.000,0.59,0.12,-9.67,21.64,19.00,43.65,0.82,102842.67,-136.60,179.28,-3.52
2018-10-18 3:2:58.500,0.91,0.01,-9.59,21.64,20.00,43.67,0.82,102834.41,-135.86,179.96,-5.42
2018-10-18 3:2:59.000,0.51,0.11,-9.31,21.63,17.00,43.66,0.82,102838.28,-136.21,179.31,-3.12
2018-10-18 3:2:59.500,0.43,-0.14,-9.76,21.63,17.00,43.67,0.82,102833.61,-135.79,-179.17,-2.53
2018-10-18 3:3:0.000,0.50,-0.07,-9.46,21.64,19.00,43.66,0.82,102826.97,-135.19,-179.61,-3.01
2018-10-18 3:3:0.500,-0.11,-0.20,-9.48,21.63,19.00,43.67,0.82,102828.09,-135.29,-178.80,0.64
2018-10-18 3:3:1.000,0.10,-0.08,-9.26,21.63,17.00,43.64,0.82,102821.75,-134.72,-179.54,-0.59
2018-10-18 3:3:1.500,0.37,0.05,-9.07,21.63,17.00,43.65,0.82,102816.24,-134.22,179.71,-2.36
2018-10-18 3:3:2.000,1.25,0.08,-9.04,21.62,17.00,43.66,0.82,102812.66,-133.90,179.53,-7.90
2018-10-18 3:3:2.500,1.77,0.49,-9.21,21.63,19.00,43.65,0.82,102813.48,-133.98,176.98,-10.88
2018-10-18 3:3:3.000,1.48,0.48,-8.81,21.63,17.00,43.65,0.82,102813.48,-133.98,176.90,-9.49
2018-10-18 3:3:3.500,1.75,0.41,-9.46,21.64,17.00,43.65,0.82,102815.12,-134.12,177.52,-10.48
2018-10-18 3:3:4.000,1.21,0.30,-9.95,21.64,19.00,43.66,0.82,102815.12,-134.12,178.30,-6.91
2018-10-18 3:3:4.500,0.33,-0.12,-9.75,21.63,17.00,43.64,0.82,102819.83,-134.55,-179.28,-1.91
2018-10-18 3:3:5.000,0.00,-0.20,-9.61,21.63,19.00,43.67,0.82,102828.09,-135.29,-178.81,0.00
2018-10-18 3:3:5.500,-0.38,-0.20,-8.98,21.63,17.00,43.67,0.82,102830.02,-135.46,-178.73,2.44
2018-10-18 3:3:6.000,-0.31,-0.24,-8.55,21.63,17.00,43.65,0.82,102833.61,-135.79,-178.41,2.05
2018-10-18 3:3:6.500,-0.16,0.29,-9.50,21.63,19.00,43.66,0.82,102828.09,-135.29,178.28,0.98
2018-10-18 3:3:7.000,0.38,0.05,-9.65,21.64,17.00,43.66,0.82,102831.65,-135.61,179.73,-2.27
2018-10-18 3:3:7.500,0.60,0.31,-9.45,21.64,17.00,43.66,0.82,102839.92,-136.35,178.16,-3.65
2018-10-18 3:3:8.000,0.64,0.19,-9.62,21.63,17.00,43.65,0.82,102841.04,-136.46,178.87,-3.82
2018-10-18 3:3:8.500,0.64,0.30,-9.62,21.63,19.00,43.64,0.82,102849.30,-137.20,178.24,-3.82
2018-10-18 3:3:9.000,0.55,0.14,-9.88,21.63,20.00,43.66,0.82,102858.41,-138.02,179.18,-3.16
2018-10-18 3:3:9.500,0.03,0.22,-9.74,21.63,17.00,43.65,0.82,102863.08,-138.44,178.72,-0.17
2018-10-18 3:3:10.000,0.05,0.22,-9.23,21.63,17.00,43.66,0.82,102858.41,-138.02,178.65,-0.30
2018-10-18 3:3:10.500,0.53,-0.18,-9.14,21.63,19.00,43.67,0.82,102852.06,-137.45,-178.87,-3.30
2018-10-18 3:3:11.000,0.84,-0.01,-9.68,21.62,19.00,43.67,0.82,102842.96,-136.63,-179.96,-4.97
2018-10-18 3:3:12.500,0.61,0.05,-9.71,21.63,17.00,43.66,0.82,102830.85,-135.54,179.73,-3.61
2018-10-18 3:3:12.000,0.86,0.35,-9.50,21.62,20.00,43.65,0.82,102818.16,-134.40,177.88,-5.18
2018-10-18 3:3:13.500,1.38,0.41,-9.97,21.63,20.00,43.65,0.82,102808.80,-133.55,177.65,-7.87
2018-10-18 3:3:13.000,1.42,0.45,-9.51,21.63,17.00,43.64,0.82,102810.73,-133.73,177.30,-8.47
2018-10-18 3:3:14.500,0.76,0.16,-9.00,21.63,17.00,43.67,0.82,102808.80,-133.55,178.98,-4.80
2018-10-18 3:3:14.000,0.81,0.18,-8.61,21.63,19.00,43.66,0.82,102797.78,-132.56,178.80,-5.40
2018-10-18 3:3:15.500,0.23,0.18,-8.83,21.63,19.00,43.65,0.82,102800.54,-132.81,178.83,-1.49
2018-10-18 3:3:15.000,-0.19,0.04,-8.91,21.63,17.00,43.65,0.82,102797.78,-132.56,179.77,1.23
2018-10-18 3:3:16.500,0.02,0.04,-9.53,21.63,17.00,43.64,0.82,102807.97,-133.48,179.78,-0.12
2018-10-18 3:3:16.000,0.36,0.10,-9.65,21.64,19.00,43.65,0.82,102823.38,-134.87,179.44,-2.16
2018-10-18 3:3:17.500,0.75,0.10,-10.13,21.64,19.00,43.65,0.82,102834.41,-135.86,179.47,-4.22
2018-10-18 3:3:17.000,0.28,0.25,-9.51,21.62,17.00,43.64,0.82,102845.72,-136.88,178.51,-1.67
2018-10-18 3:3:18.500,0.52,0.37,-9.36,21.63,17.00,43.64,0.82,102850.14,-137.27,177.73,-3.16
2018-10-18 3:3:18.000,0.02,0.09,-9.04,21.63,17.00,43.65,0.82,102849.30,-137.20,179.47,-0.12
2018-10-18 3:3:19.500,0.32,0.00,-9.34,21.63,19.00,43.64,0.82,102846.55,-136.95,180.01,-1.94
2018-10-18 3:3:19.000,0.16,-0.09,-9.79,21.62,17.00,43.63,0.82,102853.98,-137.62,-179.51,-0.95
2018-10-18 3:3:20.500,0.60,0.15,-10.05,21.63,17.00,43.66,0.82,102852.89,-137.52,179.14,-3.44
2018-10-18 3:3:20.000,0.35,0.37,-9.57,21.63,19.00,43.65,0.82,102847.38,-137.03,177.78,-2.12
2018-10-18 3:3:21.500,0.73,0.21,-9.29,21.63,19.00,43.65,0.82,102836.36,-136.03,178.71,-4.48
2018-10-18 3:3:21.000,1.08,0.14,-8.56,21.62,17.00,43.65,0.82,102822.84,-134.82,179.05,-7.20
2018-10-18 3:3:22.500,1.46,0.25,-9.22,21.63,17.00,43.64,0.82,102814.31,-134.05,178.47,-8.97
2018-10-18 3:3:22.000,1.49,0.35,-9.20,21.64,17.00,43.64,0.82,102812.36,-133.87,177.81,-9.22
2018-10-18 3:3:23.500,0.62,0.24,-9.22,21.63,17.00,43.63,0.82,102811.56,-133.80,178.53,-3.86
2018-10-18 3:3:23.000,0.85,0.04,-9.65,21.64,19.00,43.66,0.82,102815.12,-134.12,179.79,-5.05
2018-10-18 3:3:24.500,-0.03,0.10,-9.34,21.63,17.00,43.63,0.82,102819.83,-134.55,179.43,0.18
2018-10-18 3:3:24.000,0.07,0.13,-9.16,21.63,17.00,43.64,0.82,102830.02,-135.46,179.17,-0.42
2018-10-18 3:3:25.500,0.34,0.21,-9.21,21.63,20.00,43.64,0.82,102835.53,-135.96,178.70,-2.09
2018-10-18 3:3:25.000,0.07,0.20,-8.60,21.63,19.00,43.65,0.82,102830.02,-135.46,178.67,-0.45
2018-10-18 3:3:26.500,0.69,0.07,-8.98,21.63,19.00,43.64,0.82,102835.53,-135.96,179.59,-4.39
2018-10-18 3:3:26.000,0.84,0.23,-9.76,21.63,17.00,43.65,0.82,102830.02,-135.46,178.66,-4.93
2018-10-18 3:3:27.500,0.78,0.18,-10.02,21.63,17.00,43.65,0.82,102832.77,-135.71,178.97,-4.43
2018-10-18 3:3:27.000,0.72,0.18,-9.40,21.63,17.00,43.64,0.82,102827.27,-135.22,178.90,-4.37
2018-10-18 3:3:28.500,0.35,-0.01,-9.21,21.63,19.00,43.65,0.82,102835.53,-135.96,-179.95,-2.21
2018-10-18 3:3:28.000,-0.11,-0.04,-8.66,21.64,17.00,43.63,0.82,102831.65,-135.61,-179.76,0.70
2018-10-18 3:3:29.500,0.09,-0.42,-9.89,21.63,19.00,43.64,0.82,102830.02,-135.46,-177.57,-0.50
2018-10-18 3:3:29.000,0.58,0.19,-9.67,21.63,17.00,43.63,0.82,102830.85,-135.54,178.88,-3.46
2018-10-18 3:3:30.500,0.63,0.20,-9.70,21.63,19.00,43.65,0.82,102830.02,-135.46,178.83,-3.73
2018-10-18 3:3:30.000,0.81,0.14,-9.75,21.63,17.00,43.65,0.82,102841.04,-136.46,179.17,-4.77
2018-10-18 3:3:31.500,0.62,0.17,-9.38,21.62,19.00,43.64,0.82,102842.96,-136.63,178.96,-3.80
2018-10-18 3:3:31.000,1.06,0.19,-9.59,21.63,19.00,43.65,0.82,102841.04,-136.46,178.87,-6.33
2018-10-18 3:3:32.500,0.83,0.09,-9.56,21.64,20.00,43.63,0.82,102834.41,-135.86,179.50,-4.98
2018-10-18 3:3:32.000,0.96,0.03,-9.78,21.63,17.00,43.62,0.82,102827.27,-135.22,179.84,-5.59
2018-10-18 3:3:33.500,0.62,0.02,-8.93,21.63,19.00,43.63,0.82,102824.50,-134.97,179.89,-3.99
2018-10-18 3:3:33.000,0.62,0.31,-9.37,21.63,19.00,43.63,0.82,102822.58,-134.79,178.14,-3.80
2018-10-18 3:3:34.500,0.34,0.41,-9.34,21.62,19.00,43.63,0.82,102820.92,-134.64,177.49,-2.05
2018-10-18 3:3:34.000,0.57,0.01,-9.41,21.63,17.00,43.62,0.82,102814.31,-134.05,179.95,-3.44
2018-10-18 3:3:35.500,0.33,0.10,-9.43,21.64,17.00,43.64,0.82,102820.63,-134.62,179.43,-1.98
2018-10-18 3:3:35.000,0.37,-0.27,-9.68,21.63,19.00,43.64,0.82,102817.07,-134.30,-178.43,-2.21
2018-10-18 3:3:36.500,0.00,-0.05,-9.57,21.63,17.00,43.64,0.82,102818.99,-134.47,-179.73,0.00
2018-10-18 3:3:36.000,-0.28,-0.06,-9.22,21.63,17.00,43.61,0.82,102818.99,-134.47,-179.66,1.73
2018-10-18 3:3:37.500,0.10,0.11,-9.04,21.63,17.00,43.64,0.82,102825.34,-135.04,179.35,-0.61
2018-10-18 3:3:37.000,0.34,0.06,-9.34,21.62,19.00,43.64,0.82,102823.67,-134.89,179.66,-2.11
2018-10-18 3:3:38.500,0.91,0.17,-8.90,21.63,19.00,43.61,0.82,102830.02,-135.46,178.90,-5.84
2018-10-18 3:3:38.000,1.30,0.18,-9.23,21.63,17.00,43.63,0.82,102830.02,-135.46,178.88,-8.03
2018-10-18 3:3:39.500,0.99,0.14,-9.22,21.63,19.00,43.63,0.82,102835.53,-135.96,179.12,-6.11
2018-10-18 3:3:39.000,0.81,0.26,-9.54,21.63,17.00,43.64,0.82,102835.53,-135.96,178.46,-4.88
2018-10-18 3:3:40.500,0.41,0.23,-9.41,21.63,20.00,43.62,0.82,102836.36,-136.03,178.61,-2.51
2018-10-18 3:3:40.000,0.32,0.32,-9.81,21.63,17.00,43.62,0.82,102835.53,-135.96,178.17,-1.84
2018-10-18 3:3:41.500,0.68,0.44,-10.38,21.63,19.00,43.64,0.82,102828.09,-135.29,177.58,-3.74
2018-10-18 3:3:41.000,0.73,0.00,-9.69,21.63,17.00,43.64,0.82,102836.36,-136.03,180.01,-4.30
2018-10-18 3:3:42.500,0.73,0.22,-9.17,21.62,19.00,43.63,0.82,102837.45,-136.13,178.64,-4.54
2018-10-18 3:3:42.000,0.57,0.14,-9.21,21.63,17.00,43.62,0.82,102835.53,-135.96,179.12,-3.51
2018-10-18 3:3:43.500,0.54,0.17,-8.56,21.64,19.00,43.62,0.82,102834.41,-135.86,178.86,-3.58
2018-10-18 3:3:43.000,0.52,0.04,-9.13,21.63,19.00,43.63,0.82,102832.77,-135.71,179.77,-3.24
2018-10-18 3:3:44.500,0.24,-0.06,-9.34,21.62,17.00,43.62,0.82,102829.19,-135.39,-179.66,-1.47
2018-10-18 3:3:44.000,-0.02,0.02,-9.45,21.63,17.00,43.62,0.82,102839.11,-136.28,179.90,0.12
2018-10-18 3:3:45.500,0.02,-0.27,-9.60,21.63,19.00,43.64,0.82,102841.04,-136.46,-178.41,-0.11
2018-10-18 3:3:45.000,0.19,0.03,-10.51,21.63,20.00,43.63,0.82,102843.80,-136.70,179.86,-1.04
2018-10-18 3:3:46.500,0.30,-0.11,-9.64,21.62,17.00,43.62,0.82,102834.70,-135.88,-179.33,-1.77
2018-10-18 3:3:46.000,0.32,0.14,-8.88,21.62,19.00,43.64,0.82,102831.94,-135.64,179.09,-2.04
2018-10-18 3:3:47.500,0.52,0.24,-9.12,21.63,17.00,43.64,0.82,102822.58,-134.79,178.51,-3.25
2018-10-18 3:3:47.000,1.37,0.34,-9.25,21.62,17.00,43.62,0.82,102812.66,-133.90,177.88,-8.42
2018-10-18 3:3:48.500,1.32,0.32,-9.02,21.63,19.00,43.62,0.82,102797.78,-132.56,178.01,-8.33
2018-10-18 3:3:48.000,1.07,0.27,-8.61,21.63,20.00,43.63,0.82,102795.03,-132.31,178.23,-7.10
2018-10-18 3:3:49.500,0.88,0.13,-8.99,21.63,17.00,43.63,0.82,102788.69,-131.74,179.16,-5.60
2018-10-18 3:3:49.000,0.31,0.11,-8.67,21.64,19.00,43.62,0.82,102790.31,-131.89,179.25,-2.03
2018-10-18 3:3:50.500,0.62,0.03,-9.34,21.64,17.00,43.62,0.82,102804.09,-133.13,179.84,-3.81
2018-10-18 3:3:50.000,0.21,0.13,-9.05,21.64,19.00,43.62,0.82,102809.61,-133.63,179.16,-1.33
2018-10-18 3:3:51.500,0.33,-0.20,-9.02,21.63,17.00,43.63,0.82,102818.99,-134.47,-178.74,-2.07
2018-10-18 3:3:51.000,0.28,0.61,-9.73,21.63,17.00,43.62,0.82,102827.27,-135.22,176.41,-1.63
2018-10-18 3:3:52.500,0.88,-0.01,-9.96,21.63,19.00,43.63,0.82,102841.04,-136.46,-179.96,-5.06
2018-10-18 3:3:52.000,1.11,0.13,-10.41,21.62,19.00,43.62,0.82,102847.64,-137.05,179.28,-6.09
2018-10-18 3:3:53.500,0.85,0.18,-9.60,21.63,17.00,43.62,0.82,102852.89,-137.52,178.93,-5.08
2018-10-18 3:3:53.000,0.25,0.12,-9.11,21.63,19.00,43.63,0.82,102852.89,-137.52,179.23,-1.57
2018-10-18 3:3:54.500,0.21,0.13,-9.14,21.63,17.00,43.62,0.82,102857.57,-137.94,179.17,-1.32
2018-10-18 3:3:54.000,0.09,0.23,-9.29,21.63,16.00,43.62,0.82,102852.06,-137.45,178.60,-0.53
2018-10-18 3:3:55.500,0.50,0.04,-9.99,21.63,17.00,43.64,0.82,102849.30,-137.20,179.79,-2.85
2018-10-18 3:3:55.000,0.49,-0.05,-10.02,21.63,17.00,43.63,0.82,102849.30,-137.20,-179.74,-2.79
2018-10-18 3:3:56.500,0.89,0.00,-10.24,21.63,19.00,43.63,0.82,102838.28,-136.21,180.01,-4.97
2018-10-18 3:3:56.000,0.80,0.19,-8.65,21.62,17.00,43.64,0.82,102823.67,-134.89,178.74,-5.25
2018-10-18 3:3:57.500,0.37,0.11,-8.78,21.64,17.00,43.62,0.82,102817.88,-134.37,179.26,-2.44
2018-10-18 3:3:57.000,0.11,0.08,-8.37,21.63,19.00,43.63,0.82,102806.05,-133.31,179.49,-0.72
2018-10-18 3:3:58.500,0.72,-0.25,-9.10,21.62,20.00,43.62,0.82,102793.36,-132.16,-178.45,-4.51
2018-10-18 3:3:58.000,1.09,-0.13,-9.82,21.63,17.00,43.62,0.82,102791.44,-131.99,-179.23,-6.35
2018-10-18 3:3:59.500,1.34,0.20,-10.13,21.63,17.00,43.63,0.82,102797.78,-132.56,178.87,-7.54
2018-10-18 3:3:59.000,1.00,0.33,-9.11,21.62,17.00,43.62,0.82,102807.14,-133.40,177.97,-6.24
2018-10-18 3:4:0.500,0.42,0.15,-8.88,21.63,19.00,43.63,0.82,102808.80,-133.55,179.02,-2.72
2018-10-18 3:4:0.000,0.08,-0.02,-9.06,21.62,17.00,43.63,0.82,102815.41,-134.15,-179.89,-0.48
2018-10-18 3:4:1.500,0.08,0.01,-9.67,21.63,17.00,43.63,0.82,102818.99,-134.47,179.96,-0.45
2018-10-18 3:4:1.000,0.18,0.24,-9.85,21.63,17.00,43.62,0.82,102830.85,-135.54,178.62,-1.06
2018-10-18 3:4:2.500,0.30,0.28,-9.48,21.63,17.00,43.63,0.82,102832.77,-135.71,178.34,-1.79
2018-10-18 3:4:2.000,0.79,0.31,-9.95,21.63,17.00,43.63,0.82,102828.09,-135.29,178.25,-4.51
2018-10-18 3:4:3.500,0.84,0.27,-9.29,21.63,17.00,43.63,0.82,102830.02,-135.46,178.36,-5.18
2018-10-18 3:4:3.000,1.04,0.07,-9.61,21.63,17.00,43.64,0.82,102827.27,-135.22,179.61,-6.20
2018-10-18 3:4:4.500,1.10,0.25,-9.22,21.63,17.00,43.64,0.82,102830.02,-135.46,178.47,-6.81
2018-10-18 3:4:4.000,0.32,-0.12,-9.72,21.63,20.00,43.65,0.82,102828.09,-135.29,-179.28,-1.86
2018-10-18 3:4:5.500,0.28,0.15,-9.69,21.63,17.00,43.64,0.82,102833.61,-135.79,179.11,-1.64
2018-10-18 3:4:5.000,0.21,0.17,-8.99,21.63,19.00,43.63,0.82,102841.04,-136.46,178.91,-1.34
2018-10-18 3:4:6.500,0.14,-0.13,-8.99,21.63,17.00,43.64,0.82,102835.53,-135.96,-179.16,-0.92
2018-10-18 3:4:6.000,0.56,-0.15,-9.22,21.63,19.00,43.64,0.82,102835.53,-135.96,-179.06,-3.45
2018-10-18 3:4:7.500,0.62,0.11,-9.40,21.63,17.00,43.63,0.82,102832.77,-135.71,179.31,-3.79
2018-10-18 3:4:7.000,1.18,0.22,-10.03,21.62,17.00,43.63,0.82,102829.19,-135.39,178.75,-6.70
2018-10-18 3:4:8.500,0.90,0.21,-9.59,21.63,17.00,43.64,0.82,102835.53,-135.96,178.75,-5.36
2018-10-18 3:4:8.000,0.77,0.06,-9.36,21.63,20.00,43.65,0.82,102835.53,-135.96,179.66,-4.68
2018-10-18 3:4:9.500,0.03,-0.05,-9.27,21.63,17.00,43.64,0.82,102839.11,-136.28,-179.72,-0.18
2018-10-18 3:4:9.000,-0.37,-0.07,-8.99,21.63,17.00,43.64,0.82,102835.53,-135.96,-179.59,2.38
2018-10-18 3:4:10.500,-0.03,-0.10,-9.73,21.63,19.00,43.63,0.82,102832.77,-135.71,-179.45,0.17
2018-10-18 3:4:10.000,0.95,0.12,-9.97,21.63,17.00,43.65,0.82,102838.28,-136.21,179.30,-5.43
2018-10-18 3:4:11.500,1.38,0.25,-9.91,21.63,16.00,43.63,0.82,102830.02,-135.46,178.57,-7.92
2018-10-18 3:4:11.000,1.12,0.52,-9.19,21.62,19.00,43.64,0.82,102831.11,-135.56,176.79,-6.95
2018-10-18 3:4:12.500,1.17,0.44,-9.16,21.62,19.00,43.62,0.82,102812.66,-133.90,177.26,-7.26
2018-10-18 3:4:12.000,1.43,0.11,-9.86,21.62,17.00,43.64,0.82,102809.89,-133.65,179.40,-8.24
2018-10-18 3:4:13.500,0.79,0.06,-9.23,21.64,17.00,43.63,0.82,102806.84,-133.38,179.66,-4.86
2018-10-18 3:4:13.000,-0.13,-0.06,-8.86,21.63,17.00,43.64,0.82,102803.30,-133.06,-179.64,0.87
2018-10-18 3:4:14.500,-0.12,0.01,-8.77,21.62,19.00,43.65,0.82,102807.14,-133.40,179.95,0.81
2018-10-18 3:4:14.000,-0.18,0.03,-8.88,21.63,17.00,43.65,0.82,102813.48,-133.98,179.83,1.17
2018-10-18 3:4:15.500,0.04,0.15,-9.44,21.64,17.00,43.65,0.82,102815.12,-134.12,179.08,-0.23
2018-10-18 3:4:15.000,0.57,0.25,-9.87,21.63,20.00,43.64,0.82,102819.83,-134.55,178.57,-3.28
2018-10-18 3:4:16.500,0.93,0.08,-9.50,21.62,17.00,43.64,0.82,102820.92,-134.64,179.55,-5.58
2018-10-18 3:4:16.000,1.25,0.31,-9.33,21.62,17.00,43.64,0.82,102829.19,-135.39,178.13,-7.60
2018-10-18 3:4:17.500,1.15,0.21,-9.25,21.62,17.00,43.65,0.82,102829.19,-135.39,178.71,-7.08
2018-10-18 3:4:17.000,0.51,0.11,-9.22,21.63,19.00,43.64,0.82,102824.50,-134.97,179.30,-3.15
2018-10-18 3:4:18.500,-0.02,0.02,-9.52,21.63,17.00,43.64,0.82,102827.27,-135.22,179.90,0.12
2018-10-18 3:4:18.000,-0.09,0.00,-9.74,21.63,19.00,43.66,0.82,102832.77,-135.71,180.01,0.51
2018-10-18 3:4:19.500,-0.20,-0.07,-9.13,21.63,17.00,43.65,0.82,102832.77,-135.71,-179.59,1.26
2018-10-18 3:4:19.000,0.35,0.00,-9.09,21.63,17.00,43.65,0.82,102827.27,-135.22,180.01,-2.23
2018-10-18 3:4:20.500,1.29,0.03,-9.38,21.63,17.00,43.65,0.82,102825.34,-135.04,179.84,-7.85
2018-10-18 3:4:20.000,1.42,0.23,-9.46,21.63,19.00,43.65,0.82,102825.34,-135.04,178.62,-8.52
2018-10-18 3:4:21.500,1.49,0.31,-9.37,21.63,19.00,43.65,0.82,102821.75,-134.72,178.14,-9.06
2018-10-18 3:4:21.000,0.83,-0.27,-9.61,21.62,17.00,43.65,0.82,102826.43,-135.14,-178.41,-4.96
2018-10-18 3:4:22.500,0.34,0.17,-9.53,21.63,19.00,43.65,0.82,102825.34,-135.04,178.98,-2.01
2018-10-18 3:4:22.000,0.17,0.10,-9.39,21.63,19.00,43.66,0.82,102835.53,-135.96,179.43,-1.05
2018-10-18 3:4:23.500,-0.08,0.11,-9.46,21.62,17.00,43.65,0.82,102840.20,-136.38,179.32,0.46
2018-10-18 3:4:23.000,0.21,0.05,-9.66,21.63,17.00,43.66,0.82,102843.80,-136.70,179.73,-1.25
2018-10-18 3:4:24.500,0.65,0.21,-9.99,21.64,17.00,43.65,0.82,102842.67,-136.60,178.80,-3.73
2018-10-18 3:4:24.000,0.77,0.24,-9.17,21.64,17.00,43.66,0.82,102839.92,-136.35,178.52,-4.78
2018-10-18 3:4:25.500,0.71,0.15,-9.02,21.63,17.00,43.67,0.82,102827.27,-135.22,179.04,-4.49
2018-10-18 3:4:25.000,0.75,0.24,-9.17,21.63,17.00,43.67,0.82,102828.09,-135.29,178.52,-4.66
2018-10-18 3:4:26.500,0.70,0.11,-9.81,21.63,19.00,43.66,0.82,102818.99,-134.47,179.40,-4.08
2018-10-18 3:4:26.000,0.81,0.34,-9.60,21.64,19.00,43.66,0.82,102826.14,-135.11,177.96,-4.85
2018-10-18 3:4:27.500,0.34,0.14,-9.90,21.64,19.00,43.66,0.82,102826.14,-135.11,179.18,-1.94
2018-10-18 3:4:27.000,0.50,0.25,-9.76,21.63,17.00,43.65,0.82,102824.50,-134.97,178.55,-2.92
2018-10-18 3:4:28.500,0.39,0.00,-9.48,21.62,19.00,43.66,0.82,102818.16,-134.40,180.01,-2.37
2018-10-18 3:4:28.000,0.59,0.01,-9.07,21.63,20.00,43.66,0.82,102819.83,-134.55,179.95,-3.75
2018-10-18 3:4:29.500,0.30,-0.04,-8.86,21.63,19.00,43.66,0.82,102810.73,-133.73,-179.77,-1.92
2018-10-18 3:4:29.000,0.51,-0.18,-9.27,21.63,17.00,43.65,0.82,102807.97,-133.48,-178.89,-3.13
2018-10-18 3:4:30.500,0.37,0.24,-9.06,21.63,17.00,43.67,0.82,102806.05,-133.31,178.50,-2.36
2018-10-18 3:4:30.000,0.56,0.00,-9.39,21.63,19.00,43.66,0.82,102799.70,-132.73,180.01,-3.39
2018-10-18 3:4:31.500,0.69,0.37,-9.18,21.63,17.00,43.67,0.82,102803.30,-133.06,177.68,-4.29
2018-10-18 3:4:31.000,0.91,0.04,-9.46,21.63,17.00,43.66,0.82,102808.80,-133.55,179.78,-5.49
2018-10-18 3:4:32.500,0.82,0.25,-9.45,21.63,19.00,43.65,0.82,102813.48,-133.98,178.50,-4.98
2018-10-18 3:4:32.000,0.52,-0.08,-9.53,21.63,17.00,43.66,0.82,102825.34,-135.04,-179.55,-3.11
2018-10-18 3:4:33.500,0.27,0.13,-9.60,21.64,20.00,43.67,0.82,102826.14,-135.11,179.21,-1.60
2018-10-18 3:4:33.000,0.36,-0.16,-9.35,21.63,17.00,43.67,0.82,102839.11,-136.28,-179.02,-2.23
2018-10-18 3:4:34.500,0.07,0.27,-9.40,21.63,19.00,43.67,0.82,102839.11,-136.28,178.38,-0.41
2018-10-18 3:4:34.000,-0.08,0.11,-9.00,21.64,19.00,43.68,0.82,102842.67,-136.60,179.34,0.49
2018-10-18 3:4:35.500,0.54,-0.09,-9.32,21.63,17.00,43.67,0.82,102841.88,-136.53,-179.48,-3.29
2018-10-18 3:4:35.000,0.57,0.18,-9.45,21.63,17.00,43.67,0.82,102839.11,-136.28,178.91,-3.48
2018-10-18 3:4:36.500,0.94,0.30,-9.31,21.63,19.00,43.68,0.82,102833.61,-135.79,178.19,-5.75
2018-10-18 3:4:36.000,0.57,0.07,-9.43,21.63,19.00,43.66,0.82,102830.02,-135.46,179.61,-3.49
2018-10-18 3:4:37.500,0.48,0.11,-9.08,21.63,19.00,43.66,0.82,102832.77,-135.71,179.35,-3.02
2018-10-18 3:4:37.000,0.89,0.04,-9.53,21.63,17.00,43.67,0.82,102832.77,-135.71,179.78,-5.34
2018-10-18 3:4:38.500,0.57,0.11,-9.78,21.64,17.00,43.67,0.82,102831.65,-135.61,179.40,-3.36
2018-10-18 3:4:38.000,0.61,0.31,-9.61,21.63,17.00,43.67,0.82,102824.50,-134.97,178.19,-3.65
2018-10-18 3:4:39.500,0.55,0.16,-9.30,21.63,17.00,43.67,0.82,102825.34,-135.04,179.01,-3.36
