DateTime,Accelerometer x,y,z,Temperature,Lux,Humidity,Proximity,Pressure,Altitude,Roll,Pitch 
2018-10-20 17:17:6.000,0.54,0.11,-9.20,22.73,19.00,46.66,0.82,103065.41,-156.65,179.36,-3.34
2018-10-20 17:17:6.500,0.55,0.04,-9.41,22.73,19.00,46.65,0.82,103059.88,-156.15,179.78,-3.32
2018-10-20 17:17:7.000,0.46,0.16,-9.66,22.73,17.00,46.66,0.82,103062.64,-156.40,179.05,-2.73
2018-10-20 17:17:7.500,0.58,0.11,-9.16,22.73,17.00,46.66,0.82,103059.88,-156.15,179.29,-3.65
2018-10-20 17:17:8.000,0.72,0.14,-9.34,22.73,17.00,46.66,0.82,103057.13,-155.90,179.13,-4.40
2018-10-20 17:17:8.500,0.36,0.20,-9.39,22.73,19.00,46.66,0.82,103059.88,-156.15,178.79,-2.22
2018-10-20 17:17:9.000,0.41,0.07,-9.25,22.73,17.00,46.66,0.82,103062.64,-156.40,179.60,-2.55
2018-10-20 17:17:9.500,0.59,0.14,-9.49,22.72,17.00,46.67,0.82,103060.98,-156.25,179.15,-3.58
2018-10-20 17:17:10.000,0.62,0.04,-9.49,22.71,17.00,46.68,0.82,103062.94,-156.43,179.78,-3.75
2018-10-20 17:17:10.500,0.68,0.06,-9.57,22.73,17.00,46.67,0.82,103062.64,-156.40,179.67,-4.07
2018-10-20 17:17:11.000,0.59,0.10,-9.52,22.73,17.00,46.68,0.82,103063.45,-156.47,179.44,-3.57
2018-10-20 17:17:11.500,0.50,0.06,-9.05,22.72,17.00,46.67,0.82,103059.05,-156.08,179.65,-3.15
2018-10-20 17:17:12.000,0.61,0.06,-9.52,22.72,17.00,46.67,0.82,103064.57,-156.57,179.67,-3.68
2018-10-20 17:17:12.500,0.43,0.12,-9.42,22.73,19.00,46.68,0.82,103057.92,-155.98,179.26,-2.62
2018-10-20 17:17:13.000,0.61,0.11,-9.47,22.72,19.00,46.67,0.82,103052.70,-155.51,179.38,-3.70
2018-10-20 17:17:13.500,0.57,0.16,-9.39,22.73,19.00,46.66,0.82,103065.41,-156.65,179.02,-3.50
2018-10-20 17:17:14.000,0.47,0.16,-9.42,22.72,17.00,46.66,0.82,103056.30,-155.83,179.02,-2.85
2018-10-20 17:17:14.500,0.58,0.12,-9.52,22.73,20.00,46.65,0.82,103059.88,-156.15,179.26,-3.51
2018-10-20 17:17:15.000,0.60,0.12,-9.60,22.72,19.00,46.66,0.82,103064.57,-156.57,179.27,-3.60
2018-10-20 17:17:15.500,0.57,0.07,-9.28,22.73,17.00,46.66,0.82,103062.64,-156.40,179.60,-3.54
2018-10-20 17:17:16.000,0.74,0.19,-9.40,22.73,17.00,46.65,0.82,103059.88,-156.15,178.85,-4.49
2018-10-20 17:17:16.500,0.70,0.11,-9.47,22.73,17.00,46.68,0.82,103059.88,-156.15,179.38,-4.22
2018-10-20 17:17:17.000,0.60,0.14,-9.19,22.72,18.00,46.68,0.82,103063.74,-156.50,179.12,-3.76
2018-10-20 17:17:17.500,0.57,0.08,-9.43,22.72,20.00,46.66,0.82,103059.05,-156.08,179.55,-3.49
2018-10-20 17:17:18.000,0.47,0.15,-9.25,22.73,17.00,46.67,0.82,103062.64,-156.40,179.06,-2.90
2018-10-20 17:17:18.500,0.50,0.07,-9.80,22.73,19.00,46.67,0.82,103055.17,-155.73,179.62,-2.91
2018-10-20 17:17:19.000,0.52,0.09,-9.62,22.72,19.00,46.67,0.82,103059.05,-156.08,179.50,-3.08
2018-10-20 17:17:19.500,0.49,0.07,-9.55,22.72,17.00,46.69,0.82,103061.81,-156.33,179.61,-2.93
2018-10-20 17:17:20.000,0.52,0.11,-9.30,22.72,17.00,46.66,0.82,103059.05,-156.08,179.36,-3.18
2018-10-20 17:17:20.500,0.44,0.10,-9.49,22.73,19.00,46.68,0.82,103059.88,-156.15,179.44,-2.66
2018-10-20 17:17:21.000,0.55,-0.01,-9.62,22.72,19.00,46.68,0.82,103059.05,-156.08,-179.96,-3.25
2018-10-20 17:17:21.500,0.57,0.11,-9.41,22.73,17.00,46.67,0.82,103057.13,-155.90,179.31,-3.50
2018-10-20 17:17:22.000,0.58,0.06,-9.16,22.72,17.00,46.67,0.82,103064.57,-156.57,179.65,-3.65
2018-10-20 17:17:22.500,0.59,0.17,-9.54,22.72,19.00,46.67,0.82,103061.81,-156.33,178.98,-3.56
2018-10-20 17:17:23.000,0.46,0.07,-9.56,22.73,20.00,46.69,0.82,103065.41,-156.65,179.61,-2.75
2018-10-20 17:17:23.500,0.48,0.16,-9.41,22.73,19.00,46.66,0.82,103062.64,-156.40,179.02,-2.91
2018-10-20 17:17:24.000,0.50,0.14,-9.57,22.73,17.00,46.67,0.82,103065.41,-156.65,179.15,-2.98
2018-10-20 17:17:24.500,0.60,0.13,-9.39,22.72,17.00,46.68,0.82,103058.22,-156.00,179.19,-3.68
2018-10-20 17:17:25.000,0.54,0.11,-9.20,22.72,19.00,46.67,0.82,103064.57,-156.57,179.36,-3.34
2018-10-20 17:17:25.500,0.63,0.09,-9.39,22.73,20.00,46.68,0.82,103055.17,-155.73,179.49,-3.85
2018-10-20 17:17:26.000,0.60,0.13,-9.32,22.73,17.00,46.66,0.82,103062.64,-156.40,179.19,-3.70
2018-10-20 17:17:26.500,0.57,0.09,-9.22,22.73,19.00,46.67,0.82,103066.20,-156.72,179.48,-3.57
2018-10-20 17:17:27.000,0.49,0.13,-9.48,22.73,19.00,46.68,0.82,103059.88,-156.15,179.20,-2.95
2018-10-20 17:17:27.500,0.65,0.06,-9.46,22.72,19.00,46.67,0.82,103058.22,-156.00,179.67,-3.94
2018-10-20 17:17:28.000,0.54,0.12,-9.73,22.72,17.00,46.67,0.82,103059.05,-156.08,179.28,-3.15
2018-10-20 17:17:28.500,0.65,0.07,-9.61,22.72,20.00,46.68,0.82,103053.53,-155.58,179.61,-3.88
2018-10-20 17:17:29.000,0.57,0.11,-9.35,22.71,19.00,46.68,0.82,103060.17,-156.18,179.37,-3.46
2018-10-20 17:17:29.500,0.59,0.14,-9.29,22.73,19.00,46.68,0.82,103062.64,-156.40,179.13,-3.66
2018-10-20 17:17:30.000,0.56,0.10,-9.58,22.73,17.00,46.67,0.82,103063.45,-156.47,179.44,-3.32
2018-10-20 17:17:30.500,0.68,0.12,-9.44,22.73,19.00,46.68,0.82,103060.69,-156.23,179.26,-4.12
2018-10-20 17:17:31.000,0.45,0.03,-9.44,22.72,19.00,46.67,0.82,103066.50,-156.75,179.84,-2.73
2018-10-20 17:17:31.500,0.62,0.04,-9.38,22.72,17.00,46.68,0.82,103063.74,-156.50,179.78,-3.80
2018-10-20 17:17:32.000,0.53,0.11,-9.14,22.73,17.00,46.68,0.82,103059.88,-156.15,179.35,-3.30
2018-10-20 17:17:32.500,0.70,0.12,-9.36,22.72,17.00,46.68,0.82,103056.30,-155.83,179.25,-4.27
2018-10-20 17:17:33.000,0.58,0.11,-9.45,22.73,19.00,46.67,0.82,103054.36,-155.66,179.37,-3.54
2018-10-20 17:17:33.500,0.44,0.02,-9.21,22.72,19.00,46.68,0.82,103061.81,-156.33,179.89,-2.74
2018-10-20 17:17:34.000,0.49,0.12,-9.55,22.72,17.00,46.67,0.82,103056.30,-155.83,179.27,-2.93
2018-10-20 17:17:34.500,0.51,0.06,-9.28,22.73,20.00,46.67,0.82,103062.64,-156.40,179.66,-3.13
2018-10-20 17:17:35.000,0.55,0.09,-9.35,22.72,19.00,46.68,0.82,103060.98,-156.25,179.48,-3.34
2018-10-20 17:17:35.500,0.67,0.10,-9.33,22.72,17.00,46.68,0.82,103064.57,-156.57,179.42,-4.11
2018-10-20 17:17:36.000,0.42,0.17,-9.53,22.72,17.00,46.68,0.82,103058.22,-156.00,178.98,-2.53
2018-10-20 17:17:36.500,0.44,0.07,-9.47,22.72,18.00,46.68,0.82,103064.57,-156.57,179.61,-2.66
2018-10-20 17:17:37.000,0.47,0.11,-9.13,22.72,19.00,46.67,0.82,103064.57,-156.57,179.35,-2.94
2018-10-20 17:17:37.500,0.69,0.25,-9.23,22.72,17.00,46.69,0.82,103061.81,-156.33,178.47,-4.27
2018-10-20 17:17:38.000,0.57,0.11,-9.45,22.72,17.00,46.69,0.82,103061.81,-156.33,179.37,-3.48
2018-10-20 17:17:38.500,0.65,0.08,-9.23,22.72,17.00,46.68,0.82,103059.05,-156.08,179.54,-4.04
2018-10-20 17:17:39.000,0.56,0.16,-9.66,22.72,17.00,46.67,0.82,103053.53,-155.58,179.05,-3.29
2018-10-20 17:17:39.500,0.58,0.16,-9.42,22.72,19.00,46.68,0.82,103063.74,-156.50,179.02,-3.55
2018-10-20 17:17:40.000,0.51,0.11,-9.21,22.73,19.00,46.67,0.82,103057.92,-155.98,179.36,-3.16
2018-10-20 17:17:40.500,0.72,0.11,-9.45,22.72,17.00,46.67,0.82,103061.81,-156.33,179.32,-4.35
2018-10-20 17:17:41.000,0.64,0.11,-9.38,22.72,17.00,46.68,0.82,103064.57,-156.57,179.31,-3.92
2018-10-20 17:17:41.500,0.52,0.09,-9.27,22.72,19.00,46.69,0.82,103056.30,-155.83,179.48,-3.19
2018-10-20 17:17:42.000,0.77,0.11,-9.60,22.72,19.00,46.68,0.82,103064.57,-156.57,179.33,-4.56
2018-10-20 17:17:42.500,0.58,0.13,-9.42,22.72,17.00,46.68,0.82,103061.81,-156.33,179.20,-3.55
2018-10-20 17:17:43.000,0.65,0.07,-9.09,22.73,19.00,46.70,0.82,103059.88,-156.15,179.59,-4.10
2018-10-20 17:17:43.500,0.47,0.15,-9.34,22.72,17.00,46.68,0.82,103058.22,-156.00,179.07,-2.88
2018-10-20 17:17:44.000,0.69,0.07,-9.44,22.72,19.00,46.66,0.82,103064.57,-156.57,179.61,-4.18
2018-10-20 17:17:44.500,0.49,0.12,-9.64,22.71,17.00,46.67,0.82,103054.66,-155.68,179.27,-2.90
2018-10-20 17:17:45.000,0.47,0.10,-9.27,22.73,19.00,46.67,0.82,103057.13,-155.90,179.42,-2.90
2018-10-20 17:17:45.500,0.56,0.11,-9.43,22.72,19.00,46.68,0.82,103055.45,-155.75,179.37,-3.37
2018-10-20 17:17:46.000,0.60,0.07,-9.37,22.72,17.00,46.68,0.82,103061.81,-156.33,179.60,-3.69
2018-10-20 17:17:46.500,0.58,0.11,-9.31,22.72,17.00,46.69,0.82,103055.45,-155.75,179.36,-3.59
2018-10-20 17:17:47.000,0.39,0.09,-9.17,22.72,17.00,46.67,0.82,103048.02,-155.08,179.47,-2.45
2018-10-20 17:17:47.500,0.63,0.05,-9.31,22.72,19.00,46.68,0.82,103059.05,-156.08,179.72,-3.88
2018-10-20 17:17:48.000,0.56,0.15,-9.37,22.73,18.00,46.68,0.82,103057.92,-155.98,179.08,-3.39
2018-10-20 17:17:48.500,0.70,0.09,-9.66,22.72,17.00,46.69,0.82,103061.81,-156.33,179.50,-4.14
2018-10-20 17:17:49.000,0.56,0.18,-9.08,22.72,17.00,46.68,0.82,103056.30,-155.83,178.86,-3.50
2018-10-20 17:17:49.500,0.72,0.05,-9.38,22.72,17.00,46.67,0.82,103055.45,-155.75,179.72,-4.38
2018-10-20 17:17:50.000,0.50,0.12,-9.48,22.72,19.00,46.67,0.82,103053.53,-155.58,179.26,-3.01
2018-10-20 17:17:50.500,0.48,0.13,-9.15,22.72,17.00,46.69,0.82,103058.22,-156.00,179.17,-3.00
2018-10-20 17:17:51.000,0.52,0.02,-8.99,22.72,17.00,46.68,0.82,103061.81,-156.33,179.89,-3.29
2018-10-20 17:17:51.500,0.58,0.14,-9.22,22.72,17.00,46.69,0.82,103056.30,-155.83,179.12,-3.63
2018-10-20 17:17:52.000,0.56,0.14,-9.31,22.72,19.00,46.68,0.82,103063.74,-156.50,179.13,-3.41
2018-10-20 17:17:52.500,0.51,0.08,-9.13,22.72,19.00,46.68,0.82,103060.98,-156.25,179.53,-3.18
2018-10-20 17:17:53.000,0.79,0.05,-9.20,22.73,17.00,46.68,0.82,103063.45,-156.47,179.71,-4.88
2018-10-20 17:17:53.500,0.52,-0.06,-9.58,22.73,19.00,46.67,0.82,103054.36,-155.66,-179.67,-3.09
2018-10-20 17:17:54.000,0.65,0.12,-9.49,22.73,19.00,46.67,0.82,103057.13,-155.90,179.26,-3.93
2018-10-20 17:17:54.500,0.65,0.11,-9.63,22.72,19.00,46.69,0.82,103061.81,-156.33,179.39,-3.87
2018-10-20 17:17:55.000,0.54,0.10,-9.61,22.72,17.00,46.68,0.82,103053.53,-155.58,179.44,-3.20
2018-10-20 17:17:55.500,0.51,0.15,-9.27,22.72,20.00,46.69,0.82,103059.05,-156.08,179.07,-3.13
2018-10-20 17:17:56.000,0.61,0.11,-9.46,22.73,19.00,46.70,0.82,103060.69,-156.23,179.32,-3.71
2018-10-20 17:17:56.500,0.62,0.09,-9.18,22.72,19.00,46.68,0.82,103058.22,-156.00,179.47,-3.88
2018-10-20 17:17:57.000,0.57,0.11,-9.43,22.72,17.00,46.69,0.82,103059.05,-156.08,179.37,-3.49
2018-10-20 17:17:57.500,0.56,0.09,-8.98,22.72,19.00,46.68,0.82,103053.53,-155.58,179.46,-3.54
2018-10-20 17:17:58.000,0.71,0.12,-9.36,22.72,19.00,46.67,0.82,103055.45,-155.75,179.25,-4.33
2018-10-20 17:17:58.500,0.68,0.13,-9.34,22.72,19.00,46.67,0.82,103056.30,-155.83,179.19,-4.16
2018-10-20 17:17:59.000,0.61,0.14,-9.63,22.72,17.00,46.67,0.82,103059.05,-156.08,179.16,-3.64
2018-10-20 17:17:59.500,0.56,0.07,-9.29,22.72,17.00,46.67,0.82,103059.05,-156.08,179.60,-3.42
2018-10-20 17:18:0.000,0.59,0.09,-9.42,22.72,19.00,46.70,0.82,103061.81,-156.33,179.49,-3.61
2018-10-20 17:18:0.500,0.55,-0.02,-9.58,22.73,17.00,46.67,0.82,103054.36,-155.66,-179.90,-3.26
2018-10-20 17:18:1.000,0.62,0.09,-9.34,22.73,17.00,46.68,0.82,103057.92,-155.98,179.48,-3.81
2018-10-20 17:18:1.500,0.64,0.11,-9.42,22.72,17.00,46.66,0.82,103058.22,-156.00,179.37,-3.90
2018-10-20 17:18:2.000,0.52,0.15,-9.43,22.72,17.00,46.68,0.82,103059.05,-156.08,179.08,-3.14
2018-10-20 17:18:2.500,0.49,0.07,-9.33,22.72,19.00,46.67,0.82,103052.70,-155.51,179.60,-3.00
2018-10-20 17:18:3.000,0.73,0.08,-9.51,22.72,17.00,46.67,0.82,103053.53,-155.58,179.55,-4.38
2018-10-20 17:18:3.500,0.62,0.09,-9.27,22.72,17.00,46.68,0.82,103059.05,-156.08,179.48,-3.84
2018-10-20 17:18:4.000,0.55,0.08,-9.50,22.72,19.00,46.68,0.82,103059.05,-156.08,179.55,-3.29
2018-10-20 17:18:4.500,0.61,0.10,-9.00,22.71,17.00,46.68,0.82,103057.41,-155.93,179.40,-3.90
2018-10-20 17:18:5.000,0.73,0.04,-9.63,22.73,17.00,46.70,0.82,103059.88,-156.15,179.79,-4.32
2018-10-20 17:18:5.500,0.66,0.07,-9.50,22.73,19.00,46.66,0.82,103059.88,-156.15,179.61,-3.98
2018-10-20 17:18:6.000,0.67,0.10,-9.64,22.72,17.00,46.69,0.82,103059.05,-156.08,179.44,-3.98
2018-10-20 17:18:6.500,0.44,0.03,-9.41,22.72,20.00,46.68,0.82,103052.70,-155.51,179.84,-2.68
2018-10-20 17:18:7.000,0.71,0.19,-9.68,22.72,17.00,46.67,0.82,103061.81,-156.33,178.88,-4.19
2018-10-20 17:18:7.500,0.69,0.09,-9.50,22.71,17.00,46.69,0.82,103062.94,-156.43,179.49,-4.15
2018-10-20 17:18:8.000,0.49,0.13,-9.52,22.73,17.00,46.67,0.82,103054.36,-155.66,179.21,-2.94
2018-10-20 17:18:8.500,0.50,0.14,-9.40,22.72,17.00,46.67,0.82,103055.45,-155.75,179.14,-3.03
2018-10-20 17:18:9.000,0.57,0.14,-9.58,22.72,17.00,46.67,0.82,103061.81,-156.33,179.15,-3.43
2018-10-20 17:18:9.500,0.65,0.02,-9.43,22.72,17.00,46.66,0.82,103061.81,-156.33,179.90,-3.95
2018-10-20 17:18:10.000,0.38,0.11,-9.22,22.72,20.00,46.67,0.82,103059.05,-156.08,179.36,-2.38
2018-10-20 17:18:10.500,0.62,0.09,-9.26,22.73,19.00,46.68,0.82,103065.41,-156.65,179.48,-3.85
2018-10-20 17:18:11.000,0.55,0.09,-9.61,22.73,17.00,46.67,0.82,103059.88,-156.15,179.50,-3.25
2018-10-20 17:18:11.500,0.52,0.01,-9.46,22.73,19.00,46.67,0.82,103062.64,-156.40,179.96,-3.13
2018-10-20 17:18:12.000,0.66,0.05,-9.38,22.72,20.00,46.67,0.82,103056.30,-155.83,179.72,-4.03
2018-10-20 17:18:12.500,0.56,0.13,-9.59,22.73,17.00,46.67,0.82,103060.69,-156.23,179.21,-3.32
2018-10-20 17:18:13.000,0.67,0.11,-9.39,22.72,17.00,46.67,0.82,103061.81,-156.33,179.31,-4.09
2018-10-20 17:18:13.500,0.62,0.05,-9.64,22.73,19.00,46.67,0.82,103059.88,-156.15,179.73,-3.70
2018-10-20 17:18:14.000,0.48,0.08,-9.41,22.72,20.00,46.67,0.82,103059.05,-156.08,179.55,-2.91
2018-10-20 17:18:14.500,0.58,0.11,-9.48,22.72,17.00,46.65,0.82,103055.45,-155.75,179.38,-3.53
2018-10-20 17:18:15.000,0.56,0.08,-9.47,22.72,17.00,46.67,0.82,103052.70,-155.51,179.55,-3.36
2018-10-20 17:18:15.500,0.57,0.17,-9.22,22.72,19.00,46.67,0.82,103056.30,-155.83,178.94,-3.51
2018-10-20 17:18:16.000,0.68,0.08,-9.51,22.73,20.00,46.67,0.82,103051.60,-155.41,179.55,-4.09
2018-10-20 17:18:16.500,0.66,0.16,-9.22,22.73,19.00,46.68,0.82,103057.92,-155.98,179.00,-4.10
2018-10-20 17:18:17.000,0.70,0.11,-9.37,22.72,17.00,46.67,0.82,103059.05,-156.08,179.37,-4.27
2018-10-20 17:18:17.500,0.51,0.11,-9.29,22.72,19.00,46.67,0.82,103058.22,-156.00,179.30,-3.13
2018-10-20 17:18:18.000,0.60,0.07,-9.43,22.74,19.00,46.67,0.82,103064.28,-156.55,179.61,-3.66
2018-10-20 17:18:18.500,0.47,0.11,-9.67,22.72,17.00,46.65,0.82,103061.81,-156.33,179.33,-2.78
2018-10-20 17:18:19.000,0.72,0.12,-9.51,22.73,17.00,46.66,0.82,103054.36,-155.66,179.26,-4.32
2018-10-20 17:18:19.500,0.58,0.11,-9.33,22.73,20.00,46.68,0.82,103059.88,-156.15,179.31,-3.58
2018-10-20 17:18:20.000,0.61,0.07,-9.57,22.73,17.00,46.67,0.82,103055.17,-155.73,179.61,-3.67
2018-10-20 17:18:20.500,0.59,0.04,-9.23,22.72,19.00,46.65,0.82,103053.53,-155.58,179.78,-3.68
2018-10-20 17:18:21.000,0.57,0.08,-9.30,22.72,17.00,46.66,0.82,103053.53,-155.58,179.54,-3.54
2018-10-20 17:18:21.500,0.52,0.13,-9.46,22.72,17.00,46.66,0.82,103056.30,-155.83,179.20,-3.13
2018-10-20 17:18:22.000,0.49,0.25,-9.14,22.72,19.00,46.66,0.82,103060.98,-156.25,178.45,-3.06
2018-10-20 17:18:22.500,0.63,0.21,-9.38,22.73,20.00,46.66,0.82,103059.88,-156.15,178.73,-3.86
2018-10-20 17:18:23.000,0.68,0.05,-9.22,22.72,17.00,46.68,0.82,103058.22,-156.00,179.72,-4.22
2018-10-20 17:18:23.500,0.53,0.07,-9.16,22.72,20.00,46.66,0.82,103064.57,-156.57,179.59,-3.29
2018-10-20 17:18:24.000,0.63,0.11,-9.34,22.72,17.00,46.65,0.82,103063.74,-156.50,179.37,-3.87
2018-10-20 17:18:24.500,0.61,0.15,-9.47,22.73,19.00,46.67,0.82,103063.45,-156.47,179.09,-3.70
2018-10-20 17:18:25.000,0.56,0.15,-9.49,22.72,17.00,46.66,0.82,103055.45,-155.75,179.09,-3.35
2018-10-20 17:18:25.500,0.62,0.06,-9.39,22.72,19.00,46.66,0.82,103056.30,-155.83,179.66,-3.79
2018-10-20 17:18:26.000,0.65,0.12,-9.38,22.71,20.00,46.66,0.82,103054.66,-155.68,179.25,-3.97
2018-10-20 17:18:26.500,0.56,0.06,-9.12,22.72,19.00,46.67,0.82,103059.05,-156.08,179.65,-3.49
2018-10-20 17:18:27.000,0.56,0.15,-9.21,22.72,17.00,46.66,0.82,103059.05,-156.08,179.06,-3.45
2018-10-20 17:18:27.500,0.40,0.03,-9.03,22.72,19.00,46.65,0.82,103056.30,-155.83,179.83,-2.55
2018-10-20 17:18:28.000,0.55,0.04,-9.45,22.73,19.00,46.66,0.82,103054.36,-155.66,179.78,-3.31
2018-10-20 17:18:28.500,0.63,0.09,-9.51,22.72,19.00,46.66,0.82,103055.45,-155.75,179.49,-3.80
2018-10-20 17:18:29.000,0.57,0.07,-9.59,22.73,17.00,46.64,0.82,103057.13,-155.90,179.61,-3.37
2018-10-20 17:18:29.500,0.42,0.07,-9.23,22.73,18.00,46.65,0.82,103065.41,-156.65,179.60,-2.61
2018-10-20 17:18:30.000,0.54,0.03,-9.12,22.72,19.00,46.67,0.82,103056.30,-155.83,179.83,-3.37
2018-10-20 17:18:30.500,0.58,0.02,-9.41,22.73,19.00,46.65,0.82,103057.92,-155.98,179.90,-3.55
2018-10-20 17:18:31.000,0.45,0.11,-9.62,22.73,17.00,46.65,0.82,103054.36,-155.66,179.39,-2.68
2018-10-20 17:18:31.500,0.79,0.05,-9.34,22.73,19.00,46.66,0.82,103059.88,-156.15,179.72,-4.81
2018-10-20 17:18:32.000,0.62,0.14,-9.46,22.72,17.00,46.66,0.82,103055.45,-155.75,179.14,-3.76
2018-10-20 17:18:32.500,0.65,0.10,-9.16,22.72,17.00,46.67,0.82,103052.70,-155.51,179.41,-4.07
2018-10-20 17:18:33.000,0.62,0.09,-9.21,22.72,17.00,46.66,0.82,103056.30,-155.83,179.48,-3.87
2018-10-20 17:18:33.500,0.63,-0.04,-9.76,22.72,17.00,46.65,0.82,103055.45,-155.75,-179.79,-3.71
2018-10-20 17:18:34.000,0.60,0.11,-9.50,22.72,20.00,46.65,0.82,103056.30,-155.83,179.38,-3.63
2018-10-20 17:18:34.500,0.60,-0.12,-9.46,22.72,20.00,46.65,0.82,103059.05,-156.08,-179.26,-3.65
2018-10-20 17:18:35.000,0.55,-0.01,-9.58,22.73,19.00,46.67,0.82,103059.88,-156.15,-179.96,-3.26
2018-10-20 17:18:35.500,0.57,0.06,-9.41,22.72,17.00,46.65,0.82,103059.05,-156.08,179.66,-3.44
2018-10-20 17:18:36.000,0.65,0.09,-9.27,22.72,17.00,46.67,0.82,103061.81,-156.33,179.48,-4.02
2018-10-20 17:18:36.500,0.70,0.04,-9.40,22.73,20.00,46.65,0.82,103065.41,-156.65,179.78,-4.26
2018-10-20 17:18:37.000,0.70,0.19,-9.53,22.73,19.00,46.66,0.82,103062.64,-156.40,178.86,-4.20
2018-10-20 17:18:37.500,0.51,0.05,-9.36,22.72,17.00,46.65,0.82,103059.05,-156.08,179.72,-3.11
2018-10-20 17:18:38.000,0.66,0.10,-9.29,22.73,19.00,46.67,0.82,103055.17,-155.73,179.42,-4.07
2018-10-20 17:18:38.500,0.51,0.07,-9.27,22.72,19.00,46.64,0.82,103053.53,-155.58,179.60,-3.13
2018-10-20 17:18:39.000,0.53,0.06,-9.33,22.72,17.00,46.66,0.82,103055.45,-155.75,179.66,-3.23
2018-10-20 17:18:39.500,0.67,0.02,-9.45,22.72,17.00,46.65,0.82,103061.81,-156.33,179.90,-4.06
2018-10-20 17:18:40.000,0.62,0.13,-9.48,22.73,19.00,46.67,0.82,103063.45,-156.47,179.20,-3.76
2018-10-20 17:18:40.500,0.71,0.10,-9.45,22.73,19.00,46.65,0.82,103062.64,-156.40,179.43,-4.29
2018-10-20 17:18:41.000,0.70,0.23,-9.38,22.73,17.00,46.67,0.82,103065.41,-156.65,178.61,-4.26
2018-10-20 17:18:41.500,0.68,0.19,-9.67,22.72,17.00,46.66,0.82,103064.57,-156.57,178.88,-4.02
2018-10-20 17:18:42.000,0.57,0.09,-9.36,22.72,17.00,46.65,0.82,103061.81,-156.33,179.49,-3.46
2018-10-20 17:18:42.500,0.57,0.12,-9.52,22.73,17.00,46.66,0.82,103065.41,-156.65,179.26,-3.45
2018-10-20 17:18:43.000,0.56,0.11,-9.69,22.73,19.00,46.64,0.82,103066.20,-156.72,179.33,-3.28
2018-10-20 17:18:43.500,0.51,0.11,-9.58,22.73,17.00,46.67,0.82,103062.64,-156.40,179.38,-3.03
2018-10-20 17:18:44.000,0.71,0.10,-9.59,22.72,17.00,46.65,0.82,103050.77,-155.33,179.44,-4.23
2018-10-20 17:18:44.500,0.61,0.17,-9.22,22.72,19.00,46.65,0.82,103061.81,-156.33,178.94,-3.80
2018-10-20 17:18:45.000,0.68,0.11,-9.52,22.72,19.00,46.65,0.82,103063.74,-156.50,179.32,-4.09
2018-10-20 17:18:45.500,0.51,0.14,-9.28,22.72,19.00,46.66,0.82,103063.74,-156.50,179.13,-3.13
2018-10-20 17:18:46.000,0.72,0.05,-9.43,22.73,17.00,46.66,0.82,103057.13,-155.90,179.72,-4.36
2018-10-20 17:18:46.500,0.72,0.14,-9.54,22.72,19.00,46.65,0.82,103056.30,-155.83,179.15,-4.31
2018-10-20 17:18:47.000,0.52,0.14,-9.47,22.72,20.00,46.65,0.82,103055.45,-155.75,179.14,-3.13
2018-10-20 17:18:47.500,0.53,0.05,-9.84,22.72,17.00,46.66,0.82,103056.30,-155.83,179.73,-3.07
2018-10-20 17:18:48.000,0.64,0.13,-9.58,22.72,17.00,46.67,0.82,103056.30,-155.83,179.21,-3.83
2018-10-20 17:18:48.500,0.59,0.09,-9.26,22.73,19.00,46.65,0.82,103062.64,-156.40,179.48,-3.67
2018-10-20 17:18:49.000,0.66,0.13,-9.73,22.72,19.00,46.64,0.82,103061.81,-156.33,179.22,-3.89
2018-10-20 17:18:49.500,0.61,0.06,-9.28,22.72,19.00,46.65,0.82,103056.30,-155.83,179.66,-3.78
2018-10-20 17:18:50.000,0.72,0.17,-9.54,22.73,17.00,46.65,0.82,103054.36,-155.66,178.98,-4.31
2018-10-20 17:18:50.500,0.62,0.14,-9.55,22.73,19.00,46.63,0.82,103062.64,-156.40,179.15,-3.73
2018-10-20 17:18:51.000,0.73,-0.01,-9.65,22.73,17.00,46.66,0.82,103062.64,-156.40,-179.96,-4.32
2018-10-20 17:18:51.500,0.60,0.06,-9.63,22.72,20.00,46.64,0.82,103055.45,-155.75,179.67,-3.59
2018-10-20 17:18:52.000,0.66,0.06,-9.38,22.72,17.00,46.66,0.82,103059.05,-156.08,179.66,-4.03
2018-10-20 17:18:52.500,0.56,0.16,-9.51,22.73,19.00,46.67,0.82,103057.92,-155.98,179.03,-3.34
2018-10-20 17:18:53.000,0.38,0.24,-9.56,22.73,17.00,46.64,0.82,103059.88,-156.15,178.58,-2.29
2018-10-20 17:18:53.500,0.67,0.08,-9.16,22.72,18.00,46.64,0.82,103053.53,-155.58,179.53,-4.19
2018-10-20 17:18:54.000,0.47,0.06,-8.98,22.71,17.00,46.65,0.82,103062.94,-156.43,179.65,-2.99
2018-10-20 17:18:54.500,0.60,0.10,-9.02,22.72,20.00,46.65,0.82,103059.05,-156.08,179.40,-3.83
2018-10-20 17:18:55.000,0.54,0.11,-9.40,22.72,20.00,46.64,0.82,103061.81,-156.33,179.37,-3.27
2018-10-20 17:18:55.500,0.65,0.11,-9.10,22.72,19.00,46.66,0.82,103067.33,-156.82,179.35,-4.09
2018-10-20 17:18:56.000,0.59,0.09,-9.27,22.73,17.00,46.65,0.82,103059.88,-156.15,179.48,-3.66
